Gender,Source,PriceXQuantity,age_group
Male,FaceBook campaign,1676,38-42
Female,Organic Search,1224,18-22
Female,FaceBook campaign,1371,53-57
Female,FaceBook campaign,441,53-57
Female,Instagram Campign,260,28-32
Female,FaceBook campaign,1715,63+
Female,FaceBook campaign,1116,63+
Female,FaceBook campaign,434,63+
Female,Organic Search,1468,48-52
Female,Organic Search,2240,48-52
Female,SEM,1240,48-52
Female,FaceBook campaign,1955,18-22
Female,Instagram Campign,295,18-22
Female,Instagram Campign,296,18-22
Female,Instagram Campign,846,23-27
Male,FaceBook campaign,222,53-57
Male,FaceBook campaign,685,63+
Male,SEM,164,43-47
Female,Instagram Campign,965,23-27
Female,Instagram Campign,2175,23-27
Male,Organic Search,256,63+
Male,Instagram Campign,1179,63+
Male,FaceBook campaign,774,28-32
Male,FaceBook campaign,135,33-37
Male,FaceBook campaign,164,28-32
Male,SEM,892,43-47
Female,FaceBook campaign,756,58-62
Female,Organic Search,2390,58-62
Female,Organic Search,1152,58-62
Male,Instagram Campign,1413,53-57
Male,FaceBook campaign,58,53-57
Female,Instagram Campign,45,43-47
Female,Organic Search,212,43-47
Female,SEM,220,43-47
Male,Organic Search,198,18-22
Male,Organic Search,11,18-22
Male,Instagram Campign,1224,18-22
Female,Instagram Campign,872,28-32
Male,Instagram Campign,1290,63+
Female,Organic Search,1370,23-27
Male,Organic Search,219,48-52
Male,Organic Search,776,48-52
Female,Instagram Campign,880,18-22
Female,SEM,962,18-22
Female,SEM,442,18-22
Female,Instagram Campign,898,33-37
Female,Instagram Campign,1230,33-37
Female,SEM,878,33-37
Female,Instagram Campign,169,33-37
Male,FaceBook campaign,1284,53-57
Female,SEM,333,23-27
Female,SEM,1335,23-27
Female,SEM,1266,23-27
Male,FaceBook campaign,419,28-32
Female,SEM,724,58-62
Female,FaceBook campaign,660,58-62
Female,Instagram Campign,2380,58-62
Male,Instagram Campign,2335,23-27
Male,SEM,21,53-57
Male,Instagram Campign,457,53-57
Female,FaceBook campaign,2115,18-22
Female,Instagram Campign,440,18-22
Male,Instagram Campign,356,58-62
Female,Instagram Campign,369,48-52
Male,SEM,412,43-47
Male,Organic Search,625,43-47
Male,Instagram Campign,692,43-47
Male,FaceBook campaign,980,43-47
Male,FaceBook campaign,984,63+
Male,SEM,486,63+
Male,Instagram Campign,160,53-57
Female,SEM,872,53-57
Female,Instagram Campign,744,53-57
Female,SEM,477,23-27
Female,Instagram Campign,419,23-27
Female,Instagram Campign,1590,23-27
Female,Instagram Campign,56,23-27
Male,FaceBook campaign,18,63+
Male,FaceBook campaign,330,48-52
Male,FaceBook campaign,698,58-62
Female,SEM,450,33-37
Female,Instagram Campign,456,33-37
Female,FaceBook campaign,1395,33-37
Male,Instagram Campign,1680,23-27
Male,FaceBook campaign,1143,53-57
Male,SEM,925,53-57
Male,FaceBook campaign,722,63+
Male,FaceBook campaign,2195,63+
Male,Organic Search,216,63+
Male,FaceBook campaign,96,63+
Male,FaceBook campaign,29,33-37
Male,Instagram Campign,244,33-37
Male,SEM,401,38-42
Male,Instagram Campign,152,48-52
Female,FaceBook campaign,172,53-57
Female,FaceBook campaign,555,53-57
Male,FaceBook campaign,1484,58-62
Male,FaceBook campaign,270,33-37
Male,Instagram Campign,450,48-52
Male,SEM,1680,63+
Male,FaceBook campaign,1825,63+
Male,FaceBook campaign,1425,23-27
Female,Instagram Campign,332,33-37
Female,FaceBook campaign,64,53-57
Male,Organic Search,1095,23-27
Male,FaceBook campaign,97,23-27
Female,SEM,42,48-52
Female,SEM,804,48-52
Female,FaceBook campaign,518,53-57
Male,FaceBook campaign,373,38-42
Male,Instagram Campign,328,38-42
Male,Instagram Campign,1860,38-42
Male,Instagram Campign,270,33-37
Male,FaceBook campaign,2080,53-57
Male,Organic Search,815,53-57
Female,FaceBook campaign,879,63+
Female,Instagram Campign,606,53-57
Female,FaceBook campaign,966,18-22
Female,FaceBook campaign,760,23-27
Female,Instagram Campign,1472,23-27
Female,Instagram Campign,156,23-27
Male,FaceBook campaign,126,33-37
Female,FaceBook campaign,2295,53-57
Female,SEM,64,53-57
Male,Organic Search,1615,18-22
Male,Organic Search,29,18-22
Male,FaceBook campaign,1860,18-22
Female,SEM,1284,63+
Male,FaceBook campaign,36,23-27
Female,FaceBook campaign,1395,23-27
Female,SEM,24,23-27
Male,Instagram Campign,996,28-32
Female,FaceBook campaign,319,48-52
Female,Organic Search,378,63+
Male,SEM,286,63+
Male,FaceBook campaign,244,38-42
Female,Instagram Campign,459,28-32
Female,SEM,568,38-42
Male,Instagram Campign,346,63+
Female,Instagram Campign,930,63+
Male,Instagram Campign,1820,63+
Female,Instagram Campign,288,33-37
Female,Instagram Campign,332,58-62
Male,Instagram Campign,456,53-57
Female,Instagram Campign,179,28-32
Male,SEM,438,53-57
Male,Organic Search,552,23-27
Male,Organic Search,1083,23-27
Female,SEM,1419,38-42
Female,Organic Search,2380,18-22
Female,Instagram Campign,327,18-22
Female,Organic Search,280,43-47
Female,Organic Search,700,43-47
Female,FaceBook campaign,828,43-47
Female,Organic Search,2355,48-52
Female,Instagram Campign,1160,48-52
Female,Instagram Campign,2375,23-27
Female,FaceBook campaign,120,23-27
Female,Organic Search,375,28-32
Female,Organic Search,768,28-32
Female,FaceBook campaign,994,43-47
Female,SEM,328,43-47
Male,FaceBook campaign,482,48-52
Male,SEM,954,48-52
Male,Instagram Campign,722,18-22
Male,FaceBook campaign,531,23-27
Female,Instagram Campign,644,28-32
Female,FaceBook campaign,198,28-32
Female,FaceBook campaign,1564,28-32
Female,FaceBook campaign,1452,33-37
Female,Organic Search,321,28-32
Male,Organic Search,955,63+
Male,SEM,414,63+
Female,Organic Search,378,43-47
Male,Organic Search,70,58-62
Male,FaceBook campaign,1184,58-62
Female,Instagram Campign,142,58-62
Female,FaceBook campaign,209,43-47
Female,Organic Search,240,43-47
Male,SEM,928,53-57
Female,FaceBook campaign,692,43-47
Female,SEM,194,43-47
Female,Organic Search,524,43-47
Male,SEM,461,23-27
Male,Organic Search,624,23-27
Female,FaceBook campaign,198,48-52
Female,Organic Search,464,48-52
Female,Organic Search,274,48-52
Female,Instagram Campign,2065,48-52
Female,Organic Search,82,18-22
Female,SEM,84,43-47
Female,FaceBook campaign,1604,43-47
Female,SEM,640,58-62
Male,Instagram Campign,330,23-27
Male,FaceBook campaign,428,63+
Male,Organic Search,186,63+
Male,Instagram Campign,370,23-27
Male,Instagram Campign,850,63+
Male,Organic Search,2500,63+
Male,SEM,434,63+
Female,FaceBook campaign,1276,18-22
Female,Organic Search,1320,18-22
Male,SEM,350,18-22
Male,SEM,618,18-22
Male,Organic Search,234,18-22
Male,Organic Search,427,18-22
Male,Instagram Campign,348,18-22
Male,Organic Search,2250,18-22
Female,FaceBook campaign,1616,48-52
Female,FaceBook campaign,546,63+
Female,Instagram Campign,78,63+
Female,FaceBook campaign,192,63+
Male,SEM,960,43-47
Male,FaceBook campaign,2405,23-27
Female,FaceBook campaign,259,48-52
Male,SEM,215,28-32
Male,Organic Search,726,28-32
Female,Organic Search,2385,63+
Female,Instagram Campign,2465,63+
Female,Organic Search,330,23-27
Male,SEM,2035,63+
Female,SEM,44,63+
Male,SEM,100,63+
Male,Instagram Campign,65,63+
Male,Instagram Campign,480,63+
Male,Instagram Campign,459,63+
Male,FaceBook campaign,764,63+
Male,Instagram Campign,334,63+
Female,FaceBook campaign,602,23-27
Female,FaceBook campaign,1565,18-22
Female,Organic Search,1885,53-57
Male,FaceBook campaign,421,28-32
Male,FaceBook campaign,597,28-32
Male,Organic Search,446,58-62
Male,FaceBook campaign,494,58-62
Female,FaceBook campaign,92,18-22
Female,Instagram Campign,500,18-22
Male,FaceBook campaign,1228,58-62
Male,Organic Search,191,28-32
Male,SEM,795,48-52
Male,Organic Search,1203,48-52
Male,FaceBook campaign,14,18-22
Male,SEM,245,43-47
Female,Instagram Campign,354,33-37
Female,Instagram Campign,348,33-37
Female,SEM,573,33-37
Female,FaceBook campaign,864,58-62
Female,Instagram Campign,595,58-62
Male,Instagram Campign,442,53-57
Male,FaceBook campaign,52,53-57
Female,FaceBook campaign,312,63+
Female,SEM,481,23-27
Female,SEM,98,63+
Female,FaceBook campaign,1288,63+
Female,Instagram Campign,930,38-42
Female,FaceBook campaign,1072,38-42
Female,Instagram Campign,1695,23-27
Male,SEM,692,58-62
Male,Instagram Campign,668,33-37
Female,SEM,219,63+
Female,SEM,1660,63+
Female,FaceBook campaign,485,63+
Male,Organic Search,1335,63+
Female,FaceBook campaign,12,18-22
Male,FaceBook campaign,990,33-37
Female,SEM,472,53-57
Female,FaceBook campaign,127,53-57
Male,Organic Search,2090,53-57
Female,Organic Search,995,63+
Male,Instagram Campign,2435,18-22
Male,SEM,544,23-27
Male,Organic Search,1230,63+
Male,Organic Search,416,63+
Male,FaceBook campaign,206,58-62
Female,SEM,494,58-62
Male,Organic Search,266,58-62
Male,Organic Search,45,38-42
Male,Organic Search,644,18-22
Female,FaceBook campaign,422,43-47
Female,FaceBook campaign,2490,43-47
Female,Organic Search,860,33-37
Female,SEM,722,33-37
Female,SEM,1209,33-37
Female,FaceBook campaign,470,33-37
Male,Instagram Campign,660,38-42
Male,FaceBook campaign,1368,43-47
Male,Instagram Campign,872,58-62
Male,FaceBook campaign,2150,58-62
Male,Organic Search,2230,53-57
Male,SEM,940,38-42
Female,Instagram Campign,843,23-27
Male,SEM,192,18-22
Female,Organic Search,934,48-52
Female,SEM,864,48-52
Male,SEM,191,38-42
Male,Instagram Campign,2000,38-42
Male,Organic Search,78,43-47
Male,Instagram Campign,439,43-47
Male,Organic Search,178,48-52
Male,Organic Search,140,53-57
Male,Instagram Campign,140,53-57
Male,Organic Search,13,28-32
Male,Instagram Campign,166,28-32
Male,Instagram Campign,615,28-32
Male,Instagram Campign,948,48-52
Male,Organic Search,1209,48-52
Male,Instagram Campign,88,53-57
Male,Organic Search,323,58-62
Male,Organic Search,294,63+
Male,Instagram Campign,1215,23-27
Male,FaceBook campaign,914,23-27
Male,FaceBook campaign,678,33-37
Female,Organic Search,1085,23-27
Female,Instagram Campign,67,43-47
Female,Organic Search,905,43-47
Female,SEM,197,43-47
Female,Instagram Campign,362,43-47
Male,Organic Search,372,63+
Male,Instagram Campign,1368,28-32
Female,Instagram Campign,424,43-47
Male,FaceBook campaign,678,63+
Male,Organic Search,750,63+
Male,FaceBook campaign,119,63+
Male,Instagram Campign,80,33-37
Male,Organic Search,999,33-37
Female,Organic Search,1590,63+
Female,FaceBook campaign,1636,53-57
Female,SEM,2345,63+
Male,Organic Search,24,23-27
Male,Instagram Campign,488,23-27
Male,FaceBook campaign,1350,23-27
Female,SEM,412,43-47
Female,Instagram Campign,510,43-47
Male,SEM,984,23-27
Male,Organic Search,51,23-27
Male,Organic Search,2410,63+
Male,Organic Search,1264,33-37
Male,Organic Search,182,23-27
Female,Instagram Campign,1467,18-22
Female,SEM,684,53-57
Female,Organic Search,1875,53-57
Female,SEM,528,63+
Male,FaceBook campaign,1206,43-47
Male,Instagram Campign,1110,43-47
Male,Organic Search,194,43-47
Male,Organic Search,612,58-62
Male,SEM,332,18-22
Female,SEM,1329,53-57
Female,Instagram Campign,1460,53-57
Female,Organic Search,1108,43-47
Male,Instagram Campign,232,23-27
Male,Organic Search,138,23-27
Female,FaceBook campaign,258,38-42
Female,Instagram Campign,437,33-37
Female,SEM,2420,53-57
Female,SEM,1424,53-57
Female,FaceBook campaign,188,53-57
Female,FaceBook campaign,1140,43-47
Female,SEM,1407,23-27
Female,SEM,885,23-27
Female,FaceBook campaign,399,23-27
Female,FaceBook campaign,2455,43-47
Male,Organic Search,1620,28-32
Male,Organic Search,2235,28-32
Male,Instagram Campign,2090,23-27
Male,Organic Search,375,48-52
Male,Organic Search,927,43-47
Male,FaceBook campaign,2160,43-47
Female,Organic Search,1508,18-22
Female,SEM,488,38-42
Male,FaceBook campaign,1029,53-57
Male,SEM,1915,23-27
Male,Organic Search,792,23-27
Male,Organic Search,39,23-27
Female,SEM,840,38-42
Female,SEM,255,38-42
Male,Instagram Campign,1413,58-62
Female,Instagram Campign,434,28-32
Male,SEM,282,23-27
Male,Instagram Campign,1152,23-27
Female,SEM,344,53-57
Female,FaceBook campaign,1059,53-57
Female,SEM,1104,53-57
Female,Organic Search,650,53-57
Female,FaceBook campaign,965,53-57
Female,SEM,684,53-57
Female,FaceBook campaign,292,63+
Male,Instagram Campign,675,63+
Male,FaceBook campaign,842,63+
Male,Organic Search,1630,63+
Male,SEM,1218,48-52
Male,Organic Search,554,48-52
Male,FaceBook campaign,470,63+
Male,SEM,1716,63+
Male,FaceBook campaign,1815,63+
Male,SEM,696,63+
Male,SEM,383,63+
Male,Instagram Campign,56,38-42
Male,Instagram Campign,212,38-42
Male,SEM,58,63+
Male,SEM,1089,63+
Female,Instagram Campign,392,18-22
Female,FaceBook campaign,352,48-52
Female,Organic Search,1431,48-52
Male,SEM,620,48-52
Female,Organic Search,754,63+
Female,Organic Search,782,63+
Male,FaceBook campaign,1610,33-37
Male,Organic Search,371,33-37
Male,FaceBook campaign,552,18-22
Male,Organic Search,234,18-22
Male,SEM,1068,18-22
Male,Instagram Campign,185,63+
Male,Instagram Campign,96,63+
Female,Instagram Campign,411,33-37
Female,Instagram Campign,1645,58-62
Male,FaceBook campaign,1296,18-22
Male,Organic Search,1191,63+
Female,SEM,622,43-47
Male,Organic Search,1330,33-37
Male,FaceBook campaign,29,33-37
Female,SEM,387,28-32
Male,Instagram Campign,1468,43-47
Male,FaceBook campaign,1456,43-47
Female,Instagram Campign,288,53-57
Male,FaceBook campaign,1200,43-47
Male,SEM,372,43-47
Female,Instagram Campign,62,63+
Female,Instagram Campign,891,63+
Male,Instagram Campign,280,53-57
Female,FaceBook campaign,828,63+
Male,SEM,1083,38-42
Female,SEM,824,18-22
Female,SEM,1314,18-22
Female,FaceBook campaign,313,28-32
Female,Instagram Campign,123,43-47
Female,FaceBook campaign,2320,43-47
Male,FaceBook campaign,2310,58-62
Female,Organic Search,201,38-42
Female,Organic Search,756,38-42
Female,FaceBook campaign,395,38-42
Female,FaceBook campaign,21,38-42
Male,SEM,831,53-57
Female,Organic Search,270,43-47
Female,SEM,537,43-47
Male,SEM,324,28-32
Male,FaceBook campaign,167,28-32
Female,SEM,834,33-37
Female,Instagram Campign,1728,33-37
Female,SEM,66,23-27
Female,Organic Search,440,23-27
Female,FaceBook campaign,200,38-42
Male,SEM,1605,18-22
Male,Instagram Campign,806,18-22
Female,Instagram Campign,398,63+
Female,SEM,624,63+
Male,Instagram Campign,988,38-42
Male,Instagram Campign,2055,38-42
Female,FaceBook campaign,718,63+
Female,Organic Search,176,38-42
Female,Organic Search,540,38-42
Male,Organic Search,1484,58-62
Male,Organic Search,1875,63+
Male,FaceBook campaign,1071,48-52
Male,FaceBook campaign,1156,23-27
Male,FaceBook campaign,98,28-32
Female,SEM,260,53-57
Female,FaceBook campaign,880,18-22
Male,SEM,645,58-62
Male,SEM,1608,58-62
Female,SEM,136,38-42
Female,FaceBook campaign,1535,53-57
Male,SEM,120,63+
Female,SEM,403,43-47
Female,Organic Search,47,43-47
Female,FaceBook campaign,837,43-47
Female,SEM,236,43-47
Female,Organic Search,906,43-47
Female,Instagram Campign,188,43-47
Female,Organic Search,504,43-47
Male,Organic Search,382,63+
Female,FaceBook campaign,785,53-57
Female,Organic Search,590,63+
Male,Organic Search,1595,63+
Male,FaceBook campaign,281,63+
Male,Instagram Campign,1955,63+
Male,SEM,1239,63+
Male,SEM,268,38-42
Male,Organic Search,1828,38-42
Female,Organic Search,210,48-52
Female,SEM,294,53-57
Female,Organic Search,330,43-47
Female,Instagram Campign,133,58-62
Male,SEM,654,33-37
Female,Instagram Campign,905,58-62
Female,FaceBook campaign,1452,58-62
Female,SEM,906,58-62
Female,Instagram Campign,456,43-47
Female,Organic Search,311,43-47
Female,FaceBook campaign,680,63+
Female,FaceBook campaign,1059,53-57
Male,Instagram Campign,1440,38-42
Male,SEM,1985,48-52
Male,FaceBook campaign,1225,48-52
Female,Organic Search,162,58-62
Female,FaceBook campaign,196,58-62
Female,Instagram Campign,864,63+
Male,SEM,290,63+
Female,Organic Search,1770,23-27
Male,FaceBook campaign,317,18-22
Male,FaceBook campaign,1585,23-27
Male,FaceBook campaign,93,23-27
Male,SEM,459,23-27
Male,SEM,525,18-22
Female,SEM,272,18-22
Male,Instagram Campign,160,53-57
Male,Organic Search,760,53-57
Male,Organic Search,654,53-57
Male,Instagram Campign,272,53-57
Male,Instagram Campign,118,53-57
Male,Instagram Campign,328,53-57
Female,FaceBook campaign,665,48-52
Male,Organic Search,1995,18-22
Male,FaceBook campaign,1203,43-47
Male,FaceBook campaign,195,63+
Male,SEM,1408,63+
Female,FaceBook campaign,380,28-32
Male,Instagram Campign,135,58-62
Male,Organic Search,1312,43-47
Male,FaceBook campaign,162,43-47
Female,Organic Search,1940,53-57
Female,Instagram Campign,2375,53-57
Female,FaceBook campaign,546,53-57
Female,SEM,904,53-57
Female,SEM,276,48-52
Female,Organic Search,556,48-52
Male,FaceBook campaign,1377,63+
Female,Instagram Campign,400,63+
Female,Instagram Campign,2245,53-57
Male,Organic Search,1875,53-57
Female,SEM,474,18-22
Female,SEM,280,18-22
Male,SEM,270,48-52
Male,Organic Search,1505,48-52
Male,Instagram Campign,1407,48-52
Male,Instagram Campign,1476,63+
Female,FaceBook campaign,80,43-47
Male,FaceBook campaign,56,58-62
Female,Instagram Campign,202,43-47
Female,FaceBook campaign,736,43-47
Male,FaceBook campaign,20,63+
Male,SEM,111,63+
Male,FaceBook campaign,128,63+
Female,FaceBook campaign,96,63+
Female,Instagram Campign,370,58-62
Male,SEM,386,58-62
Male,FaceBook campaign,948,58-62
Male,Organic Search,459,58-62
Female,SEM,782,58-62
Female,Instagram Campign,1740,23-27
Female,SEM,993,23-27
Male,SEM,48,23-27
Male,SEM,490,48-52
Female,Organic Search,1437,48-52
Female,Organic Search,2365,48-52
Male,Organic Search,471,23-27
Female,Instagram Campign,1288,38-42
Female,SEM,175,38-42
Female,FaceBook campaign,1400,58-62
Female,SEM,455,58-62
Male,FaceBook campaign,648,38-42
Male,Organic Search,1320,38-42
Male,Organic Search,1389,38-42
Female,SEM,627,53-57
Female,Organic Search,620,23-27
Male,SEM,82,63+
Female,Instagram Campign,398,18-22
Female,FaceBook campaign,157,18-22
Female,Organic Search,984,18-22
Female,SEM,2475,53-57
Female,Organic Search,1230,63+
Female,Organic Search,984,23-27
Male,FaceBook campaign,148,18-22
Male,SEM,87,48-52
Male,Instagram Campign,2115,48-52
Female,FaceBook campaign,105,43-47
Female,FaceBook campaign,1299,43-47
Female,Organic Search,1672,43-47
Female,Instagram Campign,337,43-47
Female,SEM,1224,53-57
Male,Instagram Campign,252,23-27
Male,Organic Search,496,23-27
Male,SEM,878,18-22
Male,Instagram Campign,1768,58-62
Female,FaceBook campaign,996,48-52
Female,Organic Search,32,48-52
Female,FaceBook campaign,1275,48-52
Female,SEM,1260,28-32
Female,Organic Search,456,28-32
Male,SEM,1461,23-27
Male,Organic Search,84,63+
Female,Instagram Campign,96,58-62
Female,SEM,638,58-62
Female,SEM,200,58-62
Male,Organic Search,1389,23-27
Male,Organic Search,1756,23-27
Male,Instagram Campign,124,43-47
Male,SEM,1192,28-32
Male,Instagram Campign,162,23-27
Female,FaceBook campaign,775,58-62
Male,Instagram Campign,962,53-57
Female,FaceBook campaign,2430,48-52
Female,SEM,1860,48-52
Female,Instagram Campign,133,23-27
Female,FaceBook campaign,1216,58-62
Female,FaceBook campaign,1340,48-52
Female,Instagram Campign,160,48-52
Female,SEM,1145,48-52
Female,FaceBook campaign,417,18-22
Male,SEM,843,43-47
Male,SEM,202,43-47
Female,SEM,2090,48-52
Male,FaceBook campaign,996,58-62
Male,FaceBook campaign,1600,48-52
Female,Instagram Campign,2285,53-57
Female,Organic Search,1398,38-42
Female,Organic Search,952,38-42
Male,FaceBook campaign,1756,53-57
Female,Organic Search,478,43-47
Female,FaceBook campaign,373,58-62
Female,Organic Search,750,33-37
Female,SEM,1636,38-42
Female,SEM,556,38-42
Female,SEM,783,18-22
Female,Organic Search,1263,18-22
Female,FaceBook campaign,495,18-22
Male,Instagram Campign,2480,23-27
Male,SEM,860,23-27
Female,SEM,411,33-37
Female,SEM,56,33-37
Female,SEM,184,53-57
Female,SEM,324,53-57
Male,FaceBook campaign,2340,58-62
Female,SEM,567,18-22
Female,Instagram Campign,1116,38-42
Female,FaceBook campaign,838,38-42
Female,Instagram Campign,1005,58-62
Male,FaceBook campaign,720,48-52
Female,Instagram Campign,81,63+
Female,FaceBook campaign,100,63+
Female,SEM,1560,63+
Female,Organic Search,396,28-32
Male,FaceBook campaign,360,63+
Female,Organic Search,918,48-52
Male,FaceBook campaign,626,63+
Male,FaceBook campaign,1708,28-32
Female,SEM,1775,48-52
Female,Instagram Campign,516,48-52
Female,SEM,1936,48-52
Female,Organic Search,1420,63+
Female,Organic Search,1404,43-47
Female,SEM,330,43-47
Male,FaceBook campaign,1083,43-47
Female,SEM,932,63+
Female,FaceBook campaign,159,63+
Female,Instagram Campign,58,63+
Male,Instagram Campign,1880,18-22
Male,FaceBook campaign,231,18-22
Female,SEM,88,58-62
Female,Instagram Campign,471,43-47
Male,Organic Search,200,48-52
Male,Instagram Campign,60,48-52
Male,FaceBook campaign,82,43-47
Male,SEM,1752,33-37
Male,Instagram Campign,100,43-47
Male,Organic Search,252,43-47
Male,Organic Search,1191,43-47
Male,FaceBook campaign,1194,43-47
Male,Organic Search,1065,48-52
Male,SEM,345,23-27
Female,Organic Search,1137,23-27
Male,FaceBook campaign,91,63+
Female,Instagram Campign,108,63+
Male,FaceBook campaign,615,53-57
Female,SEM,1700,43-47
Female,FaceBook campaign,164,18-22
Male,Instagram Campign,1815,18-22
Male,FaceBook campaign,447,18-22
Male,FaceBook campaign,212,63+
Male,Instagram Campign,339,63+
Male,Organic Search,634,53-57
Female,FaceBook campaign,177,48-52
Male,FaceBook campaign,720,28-32
Female,FaceBook campaign,99,58-62
Female,Organic Search,1293,58-62
Male,SEM,270,33-37
Female,FaceBook campaign,393,33-37
Male,FaceBook campaign,1705,33-37
Female,Instagram Campign,323,48-52
Male,FaceBook campaign,864,38-42
Female,SEM,2425,58-62
Female,Organic Search,878,58-62
Female,SEM,654,58-62
Female,Organic Search,828,48-52
Female,FaceBook campaign,246,48-52
Female,Organic Search,110,58-62
Female,Organic Search,2255,58-62
Female,Instagram Campign,996,48-52
Male,SEM,1113,23-27
Female,Instagram Campign,154,53-57
Female,FaceBook campaign,55,53-57
Female,Instagram Campign,1059,53-57
Female,Instagram Campign,106,63+
Male,Instagram Campign,657,48-52
Female,Instagram Campign,24,63+
Male,SEM,450,43-47
Male,Organic Search,1392,33-37
Male,Organic Search,318,33-37
Female,FaceBook campaign,888,63+
Female,Organic Search,636,63+
Female,Instagram Campign,885,63+
Female,Organic Search,402,63+
Female,Instagram Campign,152,53-57
Male,Organic Search,188,28-32
Male,SEM,1280,63+
Female,SEM,1212,28-32
Male,Instagram Campign,2435,58-62
Male,FaceBook campaign,744,58-62
Male,Instagram Campign,460,48-52
Female,Instagram Campign,766,18-22
Female,FaceBook campaign,652,18-22
Male,Instagram Campign,836,63+
Male,Organic Search,386,43-47
Male,SEM,34,43-47
Female,FaceBook campaign,993,33-37
Female,SEM,730,18-22
Male,Instagram Campign,297,38-42
Female,Instagram Campign,98,38-42
Male,FaceBook campaign,210,18-22
Female,Instagram Campign,1074,63+
Female,Organic Search,1029,63+
Female,SEM,84,63+
Female,SEM,1140,53-57
Male,FaceBook campaign,1484,63+
Female,Organic Search,536,43-47
Male,SEM,120,63+
Male,Instagram Campign,1280,63+
Female,SEM,320,33-37
Female,Instagram Campign,299,33-37
Female,Organic Search,1335,33-37
Female,SEM,316,28-32
Female,FaceBook campaign,111,18-22
Female,FaceBook campaign,1420,18-22
Male,FaceBook campaign,946,53-57
Male,FaceBook campaign,250,43-47
Male,Organic Search,194,38-42
Male,SEM,582,48-52
Male,FaceBook campaign,528,48-52
Male,SEM,2050,48-52
Female,FaceBook campaign,2000,58-62
Male,Organic Search,1264,58-62
Male,FaceBook campaign,648,18-22
Male,Instagram Campign,576,18-22
Female,Instagram Campign,186,43-47
Female,Instagram Campign,640,43-47
Female,Organic Search,305,43-47
Male,Instagram Campign,34,48-52
Male,Organic Search,2205,48-52
Male,SEM,308,48-52
Male,SEM,338,63+
Male,SEM,394,63+
Male,SEM,175,63+
Female,FaceBook campaign,357,23-27
Male,FaceBook campaign,27,33-37
Female,Organic Search,159,63+
Female,Organic Search,154,63+
Female,Organic Search,1115,63+
Male,Instagram Campign,1455,53-57
Male,Instagram Campign,606,53-57
Male,Organic Search,305,53-57
Male,Instagram Campign,1370,48-52
Female,FaceBook campaign,94,23-27
Female,Organic Search,1820,48-52
Male,SEM,285,53-57
Male,FaceBook campaign,1510,53-57
Male,FaceBook campaign,746,38-42
Male,Organic Search,612,38-42
Male,SEM,1413,53-57
Female,Instagram Campign,948,33-37
Male,FaceBook campaign,375,53-57
Male,Instagram Campign,1712,53-57
Male,SEM,600,63+
Female,Organic Search,155,58-62
Female,FaceBook campaign,500,38-42
Female,Instagram Campign,60,38-42
Male,FaceBook campaign,1700,23-27
Male,SEM,1430,23-27
Male,FaceBook campaign,1377,43-47
Male,SEM,405,43-47
Male,Organic Search,369,43-47
Female,FaceBook campaign,1615,43-47
Male,Organic Search,436,28-32
Male,Instagram Campign,196,28-32
Male,Organic Search,130,28-32
Male,FaceBook campaign,288,33-37
Male,FaceBook campaign,87,33-37
Female,Instagram Campign,762,43-47
Male,SEM,710,58-62
Female,FaceBook campaign,1075,53-57
Male,FaceBook campaign,84,53-57
Female,FaceBook campaign,1932,43-47
Male,Instagram Campign,1755,63+
Male,FaceBook campaign,1188,63+
Female,Instagram Campign,1008,43-47
Female,Organic Search,198,43-47
Male,FaceBook campaign,1070,48-52
Male,FaceBook campaign,430,23-27
Male,FaceBook campaign,1876,23-27
Male,FaceBook campaign,1324,33-37
Male,SEM,2265,33-37
Male,FaceBook campaign,1230,63+
Male,FaceBook campaign,44,23-27
Female,SEM,16,63+
Female,Instagram Campign,1445,33-37
Male,FaceBook campaign,665,58-62
Female,FaceBook campaign,1635,63+
Male,SEM,292,18-22
Male,FaceBook campaign,2490,18-22
Male,Organic Search,262,53-57
Male,Instagram Campign,100,63+
Male,Organic Search,542,63+
Female,FaceBook campaign,475,38-42
Female,Organic Search,106,43-47
Female,Instagram Campign,434,43-47
Female,Organic Search,310,63+
Female,SEM,808,63+
Female,Instagram Campign,558,33-37
Female,SEM,1220,33-37
Female,FaceBook campaign,1912,33-37
Male,Instagram Campign,588,38-42
Male,Instagram Campign,303,43-47
Female,SEM,416,38-42
Male,FaceBook campaign,910,43-47
Female,Organic Search,696,63+
Female,FaceBook campaign,807,63+
Female,SEM,816,63+
Female,Instagram Campign,1865,38-42
Female,SEM,404,38-42
Female,FaceBook campaign,584,28-32
Female,FaceBook campaign,417,58-62
Male,SEM,816,38-42
Male,FaceBook campaign,414,28-32
Female,Instagram Campign,272,23-27
Female,FaceBook campaign,1628,63+
Female,SEM,54,63+
Female,FaceBook campaign,1005,63+
Female,Instagram Campign,1415,23-27
Male,Organic Search,413,48-52
Male,Instagram Campign,562,48-52
Female,SEM,1580,33-37
Male,Instagram Campign,251,38-42
Male,FaceBook campaign,710,38-42
Male,FaceBook campaign,488,38-42
Male,Organic Search,12,38-42
Male,Instagram Campign,714,23-27
Female,Organic Search,1461,53-57
Female,SEM,752,53-57
Male,FaceBook campaign,192,63+
Male,FaceBook campaign,301,63+
Female,Organic Search,1288,28-32
Male,Instagram Campign,140,53-57
Male,Instagram Campign,133,53-57
